ANNOSCOLASTICO,CODICESCUOLA,ORDINESCUOLA,ANNOCORSO,ALUNNI,ALUNNICITTADINANZAITALIANA,ALUNNICITTADINANZANONITALIANA,ALUNNICITTADINANZANONITALIANAPAESIUE,ALUNNICITTADINANZANONITALIANAPAESINONUE
202425,LUEE81301C,SCUOLA PRIMARIA,2,12,10,2,0,2
202425,APEE82303L,SCUOLA PRIMARIA,2,46,44,2,0,2
202425,BGRC03801A,SCUOLA SECONDARIA II GRADO,5,26,14,12,0,12
202425,SSSL03152E,SCUOLA SECONDARIA II GRADO,2,7,6,1,1,0
202425,TOPS05101V,SCUOLA SECONDARIA II GRADO,5,35,28,7,3,4
202425,SOEE80601B,SCUOLA PRIMARIA,4,25,25,0,0,0
202425,RMPM040001,SCUOLA SECONDARIA II GRADO,5,181,166,15,7,8
202425,RMEE8ET02G,SCUOLA PRIMARIA,5,59,52,7,0,7
202425,GEEE84305T,SCUOLA PRIMARIA,1,6,5,1,0,1
202425,NOEE82006C,SCUOLA PRIMARIA,3,23,22,1,0,1
202425,RNEE81104D,SCUOLA PRIMARIA,5,5,3,2,0,2
202425,BSMM85402Q,SCUOLA SECONDARIA I GRADO,3,13,12,1,0,1
202425,TPEE822018,SCUOLA PRIMARIA,2,39,39,0,0,0
202425,VAEE85901V,SCUOLA PRIMARIA,5,42,32,10,0,10
202425,PNTN008013,SCUOLA SECONDARIA II GRADO,4,35,32,3,0,3
202425,RMEE81101C,SCUOLA PRIMARIA,3,47,41,6,1,5
202425,RMEE8DF01B,SCUOLA PRIMARIA,4,46,38,8,4,4
202425,METF03000G,SCUOLA SECONDARIA II GRADO,4,169,160,9,2,7
202425,BLEE81803R,SCUOLA PRIMARIA,4,13,9,4,1,3
202425,BOEE80602R,SCUOLA PRIMARIA,1,36,27,9,2,7
202425,NAEE8GN03E,SCUOLA PRIMARIA,3,15,15,0,0,0
202425,PAEE825029,SCUOLA PRIMARIA,5,8,8,0,0,0
202425,VAMM851017,SCUOLA SECONDARIA I GRADO,2,104,78,26,4,22
202425,BNEE86203D,SCUOLA PRIMARIA,2,10,9,1,0,1
202425,CEEE8A001Q,SCUOLA PRIMARIA,2,107,101,6,0,6
202425,REEE83702Q,SCUOLA PRIMARIA,1,35,28,7,1,6
202425,VBEE81203A,SCUOLA PRIMARIA,4,17,15,2,1,1
202425,RMEE8EJ01V,SCUOLA PRIMARIA,2,97,95,2,0,2
202425,VEEE86503P,SCUOLA PRIMARIA,3,17,17,0,0,0
202425,COEE846024,SCUOLA PRIMARIA,5,16,16,0,0,0
202425,ALEE83502L,SCUOLA PRIMARIA,3,10,8,2,1,1
202425,RCEE867019,SCUOLA PRIMARIA,2,113,106,7,2,5
202425,CEEE8BG06A,SCUOLA PRIMARIA,3,8,8,0,0,0
202425,BSRC02852P,SCUOLA SECONDARIA II GRADO,4,25,21,4,0,4
202425,RMEE8B501A,SCUOLA PRIMARIA,2,83,75,8,2,6
202425,FIEE86001E,SCUOLA PRIMARIA,4,66,47,19,0,19
202425,PNEE82902V,SCUOLA PRIMARIA,4,14,10,4,0,4
202425,BOMM882018,SCUOLA SECONDARIA I GRADO,3,141,121,20,0,20
202425,TAEE867022,SCUOLA PRIMARIA,5,22,22,0,0,0
202425,BOPS01701P,SCUOLA SECONDARIA II GRADO,5,128,118,10,6,4
202425,MITD047013,SCUOLA SECONDARIA II GRADO,4,83,65,18,3,15
202425,VAEE849018,SCUOLA PRIMARIA,1,67,58,9,1,8
202425,RMEE8GB021,SCUOLA PRIMARIA,3,57,52,5,0,5
202425,MBEE8GA01C,SCUOLA PRIMARIA,4,45,31,14,1,13
202425,NUMM871018,SCUOLA SECONDARIA I GRADO,2,80,80,0,0,0
202425,AQTL013019,SCUOLA SECONDARIA II GRADO,2,45,34,11,1,10
202425,TAMM810014,SCUOLA SECONDARIA I GRADO,1,47,47,0,0,0
202425,PNPM00201B,SCUOLA SECONDARIA II GRADO,5,167,159,8,7,1
202425,TOTD01402R,SCUOLA SECONDARIA II GRADO,1,45,38,7,2,5
202425,RMEE8B201V,SCUOLA PRIMARIA,5,95,91,4,0,4
202425,TSEE80702X,SCUOLA PRIMARIA,4,7,7,0,0,0
202425,TOEE8AZ02G,SCUOLA PRIMARIA,4,41,27,14,3,11
202425,SSEE81106P,SCUOLA PRIMARIA,5,14,14,0,0,0
202425,SAPS06000L,SCUOLA SECONDARIA II GRADO,4,312,308,4,1,3
202425,BAMM83601G,SCUOLA SECONDARIA I GRADO,3,93,90,3,0,3
202425,RGMM837018,SCUOLA SECONDARIA I GRADO,3,97,90,7,0,7
202425,PZEE864029,SCUOLA PRIMARIA,4,45,45,0,0,0
202425,COEE808029,SCUOLA PRIMARIA,3,42,36,6,0,6
202425,CTEE87502T,SCUOLA PRIMARIA,3,10,10,0,0,0
202425,SAEE8AY04T,SCUOLA PRIMARIA,5,13,12,1,1,0
202425,KRMM821046,SCUOLA SECONDARIA I GRADO,2,19,17,2,1,1
202425,PATD01102Q,SCUOLA SECONDARIA II GRADO,1,51,50,1,0,1
202425,SOPS050001,SCUOLA SECONDARIA II GRADO,3,198,184,14,2,12
202425,VCEE81202X,SCUOLA PRIMARIA,1,9,9,0,0,0
202425,CNMM82801Q,SCUOLA SECONDARIA I GRADO,2,99,79,20,5,15
202425,TPRI00801Q,SCUOLA SECONDARIA II GRADO,4,14,14,0,0,0
202425,VTEE83301B,SCUOLA PRIMARIA,5,118,106,12,3,9
202425,PGEE023082,SCUOLA PRIMARIA,1,14,14,0,0,0
202425,VIRI02201Q,SCUOLA SECONDARIA II GRADO,1,57,46,11,0,11
202425,AQSD02101C,SCUOLA SECONDARIA II GRADO,2,41,33,8,2,6
202425,VREE894029,SCUOLA PRIMARIA,2,12,10,2,1,1
202425,PDEE84304R,SCUOLA PRIMARIA,4,31,22,9,1,8
202425,SREE85804A,SCUOLA PRIMARIA,3,2,2,0,0,0
202425,CEMM85409R,SCUOLA SECONDARIA I GRADO,3,1,0,1,0,1
202425,PDPM014017,SCUOLA SECONDARIA II GRADO,5,43,41,2,0,2
202425,PZPS01901V,SCUOLA SECONDARIA II GRADO,3,56,55,1,0,1
202425,PGEE86002N,SCUOLA PRIMARIA,5,21,12,9,0,9
202425,MEEE8AD07A,SCUOLA PRIMARIA,4,3,3,0,0,0
202425,TOEE846031,SCUOLA PRIMARIA,2,16,16,0,0,0
202425,NOMM83101L,SCUOLA SECONDARIA I GRADO,3,65,48,17,0,17
202425,PSEE80401R,SCUOLA PRIMARIA,1,37,32,5,0,5
202425,RMPS50000T,SCUOLA SECONDARIA II GRADO,2,245,238,7,5,2
202425,CZEE86502X,SCUOLA PRIMARIA,5,12,12,0,0,0
202425,SSTF01050L,SCUOLA SECONDARIA II GRADO,5,28,28,0,0,0
202425,CBEE830059,SCUOLA PRIMARIA,4,4,4,0,0,0
202425,RMTF11401B,SCUOLA SECONDARIA II GRADO,3,34,31,3,0,3
202425,LUPS01000C,SCUOLA SECONDARIA II GRADO,3,303,271,32,9,23
202425,RMEE83101N,SCUOLA PRIMARIA,5,39,23,16,3,13
202425,RMEE8D2036,SCUOLA PRIMARIA,1,11,10,1,0,1
202425,VAEE86102X,SCUOLA PRIMARIA,2,45,38,7,0,7
202425,RMEE8GP013,SCUOLA PRIMARIA,3,44,44,0,0,0
202425,MEEE8AA05R,SCUOLA PRIMARIA,4,10,10,0,0,0
202425,TPEE81802N,SCUOLA PRIMARIA,4,37,27,10,0,10
202425,NAEE8AM022,SCUOLA PRIMARIA,5,29,28,1,0,1
202425,MOEE841044,SCUOLA PRIMARIA,2,25,18,7,0,7
202425,RMEE820028,SCUOLA PRIMARIA,1,15,9,6,1,5
202425,RMTD11101N,SCUOLA SECONDARIA II GRADO,1,102,84,18,5,13
202425,MTPS01602G,SCUOLA SECONDARIA II GRADO,3,14,14,0,0,0
202425,CBEE81801E,SCUOLA PRIMARIA,4,49,43,6,0,6
202425,PSMM81102X,SCUOLA SECONDARIA I GRADO,1,23,21,2,0,2
202425,ANRH008014,SCUOLA SECONDARIA II GRADO,1,127,109,18,1,17
202425,TOTD07101X,SCUOLA SECONDARIA II GRADO,5,80,73,7,2,5
202425,NAEE8B802X,SCUOLA PRIMARIA,2,56,55,1,1,0
202425,NARH132502,SCUOLA SECONDARIA II GRADO,3,20,15,5,1,4
202425,ANEE81102P,SCUOLA PRIMARIA,1,17,16,1,0,1
202425,SPPC011016,SCUOLA SECONDARIA II GRADO,2,128,122,6,2,4
202425,TPEE815059,SCUOLA PRIMARIA,3,77,76,1,0,1
202425,UDRI04050P,SCUOLA SECONDARIA II GRADO,5,30,26,4,1,3
202425,RAEE81903R,SCUOLA PRIMARIA,1,25,21,4,1,3
202425,MEEE8AA06T,SCUOLA PRIMARIA,3,30,25,5,0,5
202425,BLRA009012,SCUOLA SECONDARIA II GRADO,2,92,92,0,0,0
202425,MSEE810054,SCUOLA PRIMARIA,5,1,1,0,0,0
202425,TOEE8CA026,SCUOLA PRIMARIA,5,21,21,0,0,0
202425,MIEE8E601D,SCUOLA PRIMARIA,5,91,78,13,2,11
202425,NAEE8DF06N,SCUOLA PRIMARIA,2,16,16,0,0,0
202425,CZEE858128,SCUOLA PRIMARIA,2,16,16,0,0,0
202425,SIEE814026,SCUOLA PRIMARIA,1,26,23,3,0,3
202425,CEEE808072,SCUOLA PRIMARIA,3,31,29,2,0,2
202425,MBMM8F601X,SCUOLA SECONDARIA I GRADO,3,123,107,16,2,14
202425,RMEE8DB025,SCUOLA PRIMARIA,2,15,15,0,0,0
202425,MEPS009026,SCUOLA SECONDARIA II GRADO,1,19,19,0,0,0
202425,FRTD01301N,SCUOLA SECONDARIA II GRADO,5,35,30,5,0,5
202425,BLMM810024,SCUOLA SECONDARIA I GRADO,3,18,15,3,0,3
202425,RCEE81209D,SCUOLA PRIMARIA,1,9,9,0,0,0
202425,TVEE841025,SCUOLA PRIMARIA,3,37,29,8,1,7
202425,APEE81001C,SCUOLA PRIMARIA,1,24,24,0,0,0
202425,TAEE86401D,SCUOLA PRIMARIA,2,75,67,8,1,7
202425,CEMM8AL038,SCUOLA SECONDARIA I GRADO,3,55,53,2,0,2
202425,BTEE86301N,SCUOLA PRIMARIA,5,163,163,0,0,0
202425,BSEE828017,SCUOLA PRIMARIA,4,67,55,12,2,10
202425,COEE817013,SCUOLA PRIMARIA,1,28,20,8,0,8
202425,UDTN00401Q,SCUOLA SECONDARIA II GRADO,2,24,23,1,0,1
202425,NAEE8ES03T,SCUOLA PRIMARIA,4,59,58,1,0,1
202425,RMEE89002E,SCUOLA PRIMARIA,5,19,15,4,1,3
202425,SAEE832033,SCUOLA PRIMARIA,2,9,7,2,1,1
202425,MEEE851013,SCUOLA PRIMARIA,4,22,19,3,0,3
202425,CREE80802C,SCUOLA PRIMARIA,5,31,22,9,1,8
202425,CBEE82705D,SCUOLA PRIMARIA,1,5,5,0,0,0
202425,FGEE009092,SCUOLA PRIMARIA,2,64,61,3,0,3
202425,MNEE800045,SCUOLA PRIMARIA,2,75,58,17,5,12
202425,LTEE820025,SCUOLA PRIMARIA,5,34,24,10,1,9
202425,MIEE8C402N,SCUOLA PRIMARIA,3,93,18,75,7,68
202425,NUEE87502N,SCUOLA PRIMARIA,1,10,10,0,0,0
202425,TRTF00650E,SCUOLA SECONDARIA II GRADO,4,17,13,4,0,4
202425,TEMM83101G,SCUOLA SECONDARIA I GRADO,1,77,62,15,0,15
202425,RMPM12000L,SCUOLA SECONDARIA II GRADO,3,290,269,21,7,14
202425,CAMM80804B,SCUOLA SECONDARIA I GRADO,3,13,13,0,0,0
202425,VIMM856014,SCUOLA SECONDARIA I GRADO,2,39,25,14,2,12
202425,LTEE833049,SCUOLA PRIMARIA,4,22,21,1,0,1
202425,SARA01011N,SCUOLA SECONDARIA II GRADO,4,25,25,0,0,0
202425,CAPS120008,SCUOLA SECONDARIA II GRADO,5,127,125,2,1,1
202425,SPEE802023,SCUOLA PRIMARIA,4,2,2,0,0,0
202425,PDTA00601L,SCUOLA SECONDARIA II GRADO,5,105,105,0,0,0
202425,REEE855018,SCUOLA PRIMARIA,4,45,41,4,1,3
202425,CTMM85301V,SCUOLA SECONDARIA I GRADO,1,66,66,0,0,0
202425,VAEE80601A,SCUOLA PRIMARIA,3,20,18,2,0,2
202425,CSEE82211L,SCUOLA PRIMARIA,2,15,14,1,1,0
202425,APEE817039,SCUOLA PRIMARIA,2,10,10,0,0,0
202425,SRTF014014,SCUOLA SECONDARIA II GRADO,2,33,32,1,0,1
202425,RMMM8CZ017,SCUOLA SECONDARIA I GRADO,2,189,165,24,4,20
202425,MIPS02301P,SCUOLA SECONDARIA II GRADO,4,216,198,18,0,18
202425,CTEE82003P,SCUOLA PRIMARIA,5,19,19,0,0,0
202425,MITN09401E,SCUOLA SECONDARIA II GRADO,2,127,87,40,5,35
202425,NAMM8GK01X,SCUOLA SECONDARIA I GRADO,1,95,76,19,0,19
202425,MNEE82201V,SCUOLA PRIMARIA,3,33,16,17,2,15
202425,BAEE854016,SCUOLA PRIMARIA,5,19,18,1,0,1
202425,SAEE89801G,SCUOLA PRIMARIA,1,76,75,1,0,1
202425,BSEE88302R,SCUOLA PRIMARIA,4,40,26,14,0,14
202425,TOEE84202L,SCUOLA PRIMARIA,4,29,24,5,3,2
202425,VVMM80307B,SCUOLA SECONDARIA I GRADO,1,16,16,0,0,0
202425,PGEE04008Q,SCUOLA PRIMARIA,4,26,22,4,3,1
202425,TVEE81707D,SCUOLA PRIMARIA,4,19,14,5,1,4
202425,CETD04701P,SCUOLA SECONDARIA II GRADO,3,133,123,10,0,10
202425,RMPS060005,SCUOLA SECONDARIA II GRADO,1,241,217,24,5,19
202425,CTEE830017,SCUOLA PRIMARIA,2,22,22,0,0,0
202425,FIEE825039,SCUOLA PRIMARIA,2,40,29,11,2,9
202425,AVTD009013,SCUOLA SECONDARIA II GRADO,4,11,11,0,0,0
202425,VIMM827025,SCUOLA SECONDARIA I GRADO,1,47,45,2,0,2
202425,SRMM85601E,SCUOLA SECONDARIA I GRADO,2,123,120,3,2,1
202425,ARRI004014,SCUOLA SECONDARIA II GRADO,3,27,19,8,0,8
202425,CSMM8AR018,SCUOLA SECONDARIA I GRADO,3,96,90,6,5,1
202425,CZEE869038,SCUOLA PRIMARIA,5,20,17,3,0,3
202425,CLEE83303Q,SCUOLA PRIMARIA,3,54,50,4,4,0
202425,NAMM868018,SCUOLA SECONDARIA I GRADO,2,61,60,1,0,1
202425,PAEE8AY026,SCUOLA PRIMARIA,5,30,30,0,0,0
202425,VATF023503,SCUOLA SECONDARIA II GRADO,5,28,22,6,0,6
202425,VIEE86202D,SCUOLA PRIMARIA,2,74,37,37,6,31
202425,FREE84306A,SCUOLA PRIMARIA,2,16,16,0,0,0
202425,MIRC074014,SCUOLA SECONDARIA II GRADO,3,87,76,11,0,11
202425,VVEE813118,SCUOLA PRIMARIA,1,13,9,4,0,4
202425,SIEE80402G,SCUOLA PRIMARIA,5,13,12,1,0,1
202425,MBEE8F802N,SCUOLA PRIMARIA,2,47,35,12,0,12
202425,CEMM878011,SCUOLA SECONDARIA I GRADO,2,108,97,11,1,10
202425,GEEE84802T,SCUOLA PRIMARIA,2,18,18,0,0,0
202425,SVEE817016,SCUOLA PRIMARIA,1,19,17,2,0,2
202425,LTEE83702E,SCUOLA PRIMARIA,4,11,10,1,0,1
202425,SRRC00601G,SCUOLA SECONDARIA II GRADO,4,62,60,2,2,0
202425,LOEE81102L,SCUOLA PRIMARIA,1,17,13,4,2,2
202425,NAEE8HH01E,SCUOLA PRIMARIA,2,22,22,0,0,0
202425,MIPS13000N,SCUOLA SECONDARIA II GRADO,2,217,204,13,0,13
202425,PAEE85802L,SCUOLA PRIMARIA,5,39,39,0,0,0
202425,PZMM831076,SCUOLA SECONDARIA I GRADO,2,8,8,0,0,0
202425,NAEE827013,SCUOLA PRIMARIA,3,38,38,0,0,0
202425,KREE826028,SCUOLA PRIMARIA,3,3,3,0,0,0
202425,PATD022015,SCUOLA SECONDARIA II GRADO,2,47,46,1,0,1
202425,PDEE86004E,SCUOLA PRIMARIA,2,23,18,5,4,1
202425,RMMM8E5015,SCUOLA SECONDARIA I GRADO,3,110,98,12,5,7
202425,ORMM82001V,SCUOLA SECONDARIA I GRADO,3,147,144,3,0,3
202425,CLTD003027,SCUOLA SECONDARIA II GRADO,5,53,52,1,1,0
202425,NARC11101B,SCUOLA SECONDARIA II GRADO,3,60,58,2,0,2
202425,MEEE83805R,SCUOLA PRIMARIA,3,7,7,0,0,0
202425,TAEE858027,SCUOLA PRIMARIA,5,38,37,1,1,0
202425,AVEE88403E,SCUOLA PRIMARIA,5,17,17,0,0,0
202425,FIMM86001D,SCUOLA SECONDARIA I GRADO,2,170,135,35,8,27
202425,UDTD02101G,SCUOLA SECONDARIA II GRADO,1,93,70,23,3,20
202425,MERA01102Q,SCUOLA SECONDARIA II GRADO,2,23,23,0,0,0
202425,MIMM11300B,SCUOLA SECONDARIA I GRADO,3,71,70,1,0,1
202425,TOEE8BT016,SCUOLA PRIMARIA,1,19,16,3,3,0
202425,ALEE817067,SCUOLA PRIMARIA,2,22,19,3,2,1
202425,FIEE863034,SCUOLA PRIMARIA,2,21,20,1,0,1
202425,CAMM8AC01Q,SCUOLA SECONDARIA I GRADO,1,11,11,0,0,0
202425,SAMM83003A,SCUOLA SECONDARIA I GRADO,3,9,9,0,0,0
202425,NAMM8B801T,SCUOLA SECONDARIA I GRADO,1,94,92,2,0,2
202425,PSEE829037,SCUOLA PRIMARIA,1,26,25,1,0,1
202425,RGEE80701D,SCUOLA PRIMARIA,2,38,36,2,0,2
202425,PVEE828024,SCUOLA PRIMARIA,3,47,39,8,1,7
202425,MIRI09701D,SCUOLA SECONDARIA II GRADO,5,86,65,21,0,21
202425,RCTF01301G,SCUOLA SECONDARIA II GRADO,4,123,122,1,0,1
202425,IMEE80201V,SCUOLA PRIMARIA,5,1,0,1,0,1
202425,AVEE85401L,SCUOLA PRIMARIA,3,29,27,2,0,2
202425,LEPC03000R,SCUOLA SECONDARIA II GRADO,5,280,274,6,1,5
202425,PIEE81303T,SCUOLA PRIMARIA,1,14,11,3,1,2
202425,NUMM86001T,SCUOLA SECONDARIA I GRADO,3,9,9,0,0,0
202425,PDTD18000R,SCUOLA SECONDARIA II GRADO,2,22,8,14,0,14
202425,RMEE8AM043,SCUOLA PRIMARIA,3,21,21,0,0,0
202425,RMEE8FH029,SCUOLA PRIMARIA,5,39,29,10,2,8
202425,FRMM82302X,SCUOLA SECONDARIA I GRADO,3,31,30,1,1,0
202425,PDMM089002,SCUOLA SECONDARIA I GRADO,2,90,81,9,1,8
202425,TOEE810014,SCUOLA PRIMARIA,1,29,21,8,1,7
202425,CRMM80002R,SCUOLA SECONDARIA I GRADO,3,14,10,4,1,3
202425,SSEE027036,SCUOLA PRIMARIA,4,79,71,8,4,4
202425,PVMM82001B,SCUOLA SECONDARIA I GRADO,3,60,54,6,1,5
202425,CTEE81402A,SCUOLA PRIMARIA,5,23,22,1,0,1
202425,SOEE824022,SCUOLA PRIMARIA,5,21,20,1,1,0
202425,NAEE8FP07Q,SCUOLA PRIMARIA,3,2,2,0,0,0
202425,CARI02000L,SCUOLA SECONDARIA II GRADO,1,71,63,8,3,5
202425,NAMM8FN01R,SCUOLA SECONDARIA I GRADO,1,67,65,2,0,2
202425,PDEE89303R,SCUOLA PRIMARIA,5,8,7,1,0,1
202425,BTTD04301R,SCUOLA SECONDARIA II GRADO,2,145,143,2,1,1
202425,FOEE80402C,SCUOLA PRIMARIA,2,19,17,2,0,2
202425,COEE85501T,SCUOLA PRIMARIA,4,28,24,4,1,3
202425,TOEE8BY02A,SCUOLA PRIMARIA,2,34,26,8,4,4
202425,MNMM81003N,SCUOLA SECONDARIA I GRADO,2,58,46,12,1,11
202425,VREE87304A,SCUOLA PRIMARIA,5,35,31,4,1,3
202425,FREE82902X,SCUOLA PRIMARIA,3,15,14,1,1,0
202425,ALMM80602G,SCUOLA SECONDARIA I GRADO,3,25,23,2,2,0
202425,NAMM8HE012,SCUOLA SECONDARIA I GRADO,1,159,159,0,0,0
202425,RMEE8AG01B,SCUOLA PRIMARIA,5,59,36,23,7,16
202425,BNPS002018,SCUOLA SECONDARIA II GRADO,1,132,129,3,3,0
202425,RCMM846039,SCUOLA SECONDARIA I GRADO,1,15,15,0,0,0
202425,ARTD01351V,SCUOLA SECONDARIA II GRADO,4,16,10,6,0,6
202425,MIEE8BK01P,SCUOLA PRIMARIA,3,42,35,7,2,5
202425,PIEE84101X,SCUOLA PRIMARIA,3,65,54,11,3,8
202425,RNEE805013,SCUOLA PRIMARIA,2,47,26,21,2,19
202425,RMPS12601G,SCUOLA SECONDARIA II GRADO,2,68,66,2,1,1
202425,CTEE8BA01C,SCUOLA PRIMARIA,5,55,55,0,0,0
202425,GEEE81302V,SCUOLA PRIMARIA,1,20,20,0,0,0
202425,NATD076512,SCUOLA SECONDARIA II GRADO,3,18,18,0,0,0
202425,PAEE8BK01R,SCUOLA PRIMARIA,2,83,83,0,0,0
202425,SIEE81002V,SCUOLA PRIMARIA,1,4,3,1,0,1
202425,CBMM852011,SCUOLA SECONDARIA I GRADO,2,40,40,0,0,0
202425,CEMM8A4023,SCUOLA SECONDARIA I GRADO,3,23,22,1,1,0
202425,GEEE84305T,SCUOLA PRIMARIA,2,2,1,1,0,1
202425,BGMM818024,SCUOLA SECONDARIA I GRADO,2,37,32,5,0,5
202425,SSMM80804Q,SCUOLA SECONDARIA I GRADO,2,27,27,0,0,0
202425,CLPC00701E,SCUOLA SECONDARIA II GRADO,3,51,51,0,0,0
202425,MCEE81101B,SCUOLA PRIMARIA,5,11,9,2,0,2
202425,ALTD01352D,SCUOLA SECONDARIA II GRADO,1,11,7,4,0,4
202425,LUMM83301L,SCUOLA SECONDARIA I GRADO,2,63,53,10,5,5
202425,RMEE843021,SCUOLA PRIMARIA,2,60,51,9,2,7
202425,TOMM8AP01T,SCUOLA SECONDARIA I GRADO,2,59,47,12,4,8
202425,SARF06801E,SCUOLA SECONDARIA II GRADO,5,31,31,0,0,0
202425,TOTF01701D,SCUOLA SECONDARIA II GRADO,2,58,54,4,0,4
202425,SPMM80801X,SCUOLA SECONDARIA I GRADO,3,79,71,8,1,7
202425,RMEE8CX03P,SCUOLA PRIMARIA,5,52,39,13,5,8
202425,RGRC01301T,SCUOLA SECONDARIA II GRADO,4,63,50,13,2,11
202425,CHPC00901N,SCUOLA SECONDARIA II GRADO,2,67,66,1,0,1
202425,BNEE826018,SCUOLA PRIMARIA,3,20,20,0,0,0
202425,MEEE83207X,SCUOLA PRIMARIA,1,2,2,0,0,0
202425,GOTN011011,SCUOLA SECONDARIA II GRADO,5,24,22,2,1,1
202425,GEEE82205R,SCUOLA PRIMARIA,1,14,14,0,0,0
202425,VREE8AD03D,SCUOLA PRIMARIA,1,24,18,6,3,3
202425,MIEE8FW014,SCUOLA PRIMARIA,2,39,22,17,0,17
202425,FGTF04801T,SCUOLA SECONDARIA II GRADO,5,100,97,3,1,2
202425,NATD016033,SCUOLA SECONDARIA II GRADO,2,16,16,0,0,0
202425,CNEE818027,SCUOLA PRIMARIA,5,27,22,5,2,3
202425,VTEE813027,SCUOLA PRIMARIA,2,39,35,4,1,3
202425,FIEE86001E,SCUOLA PRIMARIA,5,64,32,32,4,28
202425,LTMM84901P,SCUOLA SECONDARIA I GRADO,2,62,50,12,1,11
202425,BSEE81803P,SCUOLA PRIMARIA,3,6,5,1,1,0
202425,CAMM84301G,SCUOLA SECONDARIA I GRADO,2,61,58,3,0,3
202425,BTEE17501T,SCUOLA PRIMARIA,4,97,95,2,0,2
202425,SAEE87206L,SCUOLA PRIMARIA,1,14,0,14,0,14
202425,VREE8AA021,SCUOLA PRIMARIA,1,45,42,3,1,2
202425,AVTD03000B,SCUOLA SECONDARIA II GRADO,4,138,132,6,1,5
202425,VTEE82302T,SCUOLA PRIMARIA,4,28,21,7,1,6
202425,BATD05901N,SCUOLA SECONDARIA II GRADO,2,138,135,3,0,3
202425,PCEE81205G,SCUOLA PRIMARIA,2,44,32,12,2,10
202425,BREE83001Q,SCUOLA PRIMARIA,2,84,79,5,1,4
202425,TARI04101E,SCUOLA SECONDARIA II GRADO,2,25,22,3,1,2
202425,MIEE8DB01G,SCUOLA PRIMARIA,2,71,60,11,1,10
202425,ROMM810049,SCUOLA SECONDARIA I GRADO,2,18,17,1,0,1
202425,PEMM83301L,SCUOLA SECONDARIA I GRADO,1,80,76,4,1,3
202425,COMM83001C,SCUOLA SECONDARIA I GRADO,3,73,66,7,0,7
202425,FGPS010008,SCUOLA SECONDARIA II GRADO,3,236,233,3,1,2
202425,PEEE837011,SCUOLA PRIMARIA,2,42,41,1,0,1
202425,FGEE83801L,SCUOLA PRIMARIA,5,55,39,16,12,4
202425,LTEE812026,SCUOLA PRIMARIA,2,50,50,0,0,0
202425,VREE84801E,SCUOLA PRIMARIA,3,31,24,7,1,6
202425,PIEE83102A,SCUOLA PRIMARIA,1,37,37,0,0,0
202425,TOEE8BU045,SCUOLA PRIMARIA,5,15,12,3,1,2
202425,NAEE8G1015,SCUOLA PRIMARIA,4,94,91,3,0,3
202425,NAEE15102V,SCUOLA PRIMARIA,3,75,75,0,0,0
202425,RIRA00602D,SCUOLA SECONDARIA II GRADO,1,22,20,2,0,2
202425,PAEE825029,SCUOLA PRIMARIA,2,3,2,1,0,1
202425,BSEE87703E,SCUOLA PRIMARIA,5,22,19,3,0,3
202425,SAEE8AP02X,SCUOLA PRIMARIA,5,4,4,0,0,0
202425,SREE85804A,SCUOLA PRIMARIA,2,6,6,0,0,0
202425,PREE83003X,SCUOLA PRIMARIA,3,16,12,4,0,4
202425,RGEE833045,SCUOLA PRIMARIA,5,109,104,5,0,5
202425,TOEE846031,SCUOLA PRIMARIA,3,16,16,0,0,0
202425,PAMM812037,SCUOLA SECONDARIA I GRADO,3,15,14,1,1,0
202425,RMMM83701G,SCUOLA SECONDARIA I GRADO,3,119,111,8,3,5
202425,LTRI01750A,SCUOLA SECONDARIA II GRADO,5,30,27,3,0,3
202425,MORC004013,SCUOLA SECONDARIA II GRADO,2,47,34,13,2,11
202425,GOPS00101L,SCUOLA SECONDARIA II GRADO,5,82,81,1,0,1
202425,BGMM83602N,SCUOLA SECONDARIA I GRADO,3,50,44,6,1,5
202425,PZTD017013,SCUOLA SECONDARIA II GRADO,2,18,16,2,1,1
202425,VREE846042,SCUOLA PRIMARIA,4,5,3,2,0,2
202425,MEEE886056,SCUOLA PRIMARIA,3,2,2,0,0,0
202425,MOEE82203N,SCUOLA PRIMARIA,5,42,39,3,0,3
202425,RMEE8B803X,SCUOLA PRIMARIA,4,18,15,3,2,1
202425,FGTA011532,SCUOLA SECONDARIA II GRADO,4,33,32,1,0,1
202425,VREE89203P,SCUOLA PRIMARIA,4,38,36,2,0,2
202425,CBEE81801E,SCUOLA PRIMARIA,1,26,25,1,1,0
202425,RMTD64050A,SCUOLA SECONDARIA II GRADO,3,32,24,8,2,6
202425,RCEE85905E,SCUOLA PRIMARIA,4,11,11,0,0,0
202425,LTTF001019,SCUOLA SECONDARIA II GRADO,5,43,38,5,2,3
202425,TOTD090008,SCUOLA SECONDARIA II GRADO,1,147,103,44,14,30
202425,CAEE83501N,SCUOLA PRIMARIA,4,33,32,1,0,1
202425,CSPM08101E,SCUOLA SECONDARIA II GRADO,2,200,194,6,2,4
202425,RAEE81403N,SCUOLA PRIMARIA,4,21,19,2,2,0
202425,RCMM87301G,SCUOLA SECONDARIA I GRADO,1,266,248,18,3,15
202425,NAEE8HR01A,SCUOLA PRIMARIA,1,98,98,0,0,0
202425,RMSL07000L,SCUOLA SECONDARIA II GRADO,3,241,226,15,6,9
